date,Revenue,Operating Income,Net Income,EBITDA,Ticker
2005-03-26,3243000000.0,402000000.0,290000000.0,476000000.0,AAPL
2004-12-25,3490000000.0,403000000.0,295000000.0,470000000.0,AAPL
2004-09-25,2350000000.0,128000000.0,106000000.0,187000000.0,AAPL
2004-06-26,2014000000.0,72000000.0,61000000.0,126000000.0,AAPL
2004-03-27,1909000000.0,52000000.0,46000000.0,101000000.0,AAPL
2003-12-27,2006000000.0,74000000.0,63000000.0,122000000.0,AAPL
2003-09-27,1715000000.0,31000000.0,44000000.0,80000000.0,AAPL
2003-06-28,1545000000.0,9000000.0,19000000.0,59000000.0,AAPL
2003-03-29,1475000000.0,-4000000.0,14000000.0,51000000.0,AAPL
2022-05-01,6245000000.0,1894000000.0,1536000000.0,2033000000.0,AMAT
2022-01-30,6271000000.0,1976000000.0,1792000000.0,2084000000.0,AMAT
2021-10-31,6123000000.0,2014000000.0,1712000000.0,2168000000.0,AMAT
2021-08-01,6196000000.0,2013000000.0,1716000000.0,2135000000.0,AMAT
2021-05-02,5582000000.0,1579000000.0,1330000000.0,1703000000.0,AMAT
2021-01-31,5162000000.0,1283000000.0,1130000000.0,1395000000.0,AMAT
2020-10-25,4688000000.0,1283000000.0,1131000000.0,1399000000.0,AMAT
2020-07-26,4395000000.0,1108000000.0,841000000.0,1195000000.0,AMAT
2020-04-26,3957000000.0,932000000.0,755000000.0,1030000000.0,AMAT
2020-01-26,4162000000.0,1042000000.0,892000000.0,1158000000.0,AMAT
2019-10-27,3754000000.0,864000000.0,698000000.0,991000000.0,AMAT
2019-07-28,3562000000.0,802000000.0,571000000.0,929000000.0,AMAT
2019-04-28,3539000000.0,776000000.0,666000000.0,913000000.0,AMAT
2019-01-27,3753000000.0,908000000.0,771000000.0,1060000000.0,AMAT
2018-10-28,3759000000.0,1016000000.0,757000000.0,1032000000.0,AMAT
2018-07-29,4162000000.0,1257000000.0,1016000000.0,1234000000.0,AMAT
2018-04-29,4579000000.0,1327000000.0,1100000000.0,1354000000.0,AMAT
2018-01-28,4205000000.0,1196000000.0,165000000.0,355000000.0,AMAT
2017-10-29,4130000000.0,1098000000.0,1067000000.0,1321000000.0,AMAT
2017-07-30,3744000000.0,1023000000.0,925000000.0,1139000000.0,AMAT
2017-04-30,3546000000.0,940000000.0,824000000.0,1055000000.0,AMAT
2017-01-29,3278000000.0,807000000.0,703000000.0,906000000.0,AMAT
2016-10-30,3297000000.0,777000000.0,610000000.0,878000000.0,AMAT
2016-07-31,2821000000.0,596000000.0,505000000.0,699000000.0,AMAT
2016-05-01,2450000000.0,425000000.0,320000000.0,528000000.0,AMAT
2016-01-31,2257000000.0,354000000.0,286000000.0,452000000.0,AMAT
2015-10-25,2368000000.0,423000000.0,336000000.0,525000000.0,AMAT
2015-07-26,2490000000.0,396000000.0,329000000.0,492000000.0,AMAT
2015-04-26,2442000000.0,416000000.0,364000000.0,503000000.0,AMAT
2015-01-25,2359000000.0,458000000.0,348000000.0,552000000.0,AMAT
2014-10-26,2264000000.0,412000000.0,256000000.0,515000000.0,AMAT
2014-07-27,2265000000.0,391000000.0,301000000.0,487000000.0,AMAT
2014-04-27,2353000000.0,387000000.0,262000000.0,482000000.0,AMAT
2014-01-26,2190000000.0,330000000.0,253000000.0,434000000.0,AMAT
2013-10-27,1988000000.0,211000000.0,183000000.0,387000000.0,AMAT
2013-07-28,1975000000.0,250000000.0,168000000.0,280000000.0,AMAT
2013-04-28,1973000000.0,-68000000.0,-129000000.0,40000000.0,AMAT
2013-01-27,1573000000.0,39000000.0,34000000.0,148000000.0,AMAT
2012-10-28,1646000000.0,-499000000.0,-515000000.0,-412000000.0,AMAT
2012-07-29,2343000000.0,322000000.0,218000000.0,432000000.0,AMAT
2012-04-29,2541000000.0,409000000.0,289000000.0,542000000.0,AMAT
2012-01-29,2189000000.0,179000000.0,117000000.0,251000000.0,AMAT
2011-10-30,2182000000.0,361000000.0,456000000.0,389000000.0,AMAT
2011-07-31,2787000000.0,687000000.0,476000000.0,753000000.0,AMAT
2011-05-01,2862000000.0,677000000.0,489000000.0,760000000.0,AMAT
2011-01-30,2686000000.0,674000000.0,506000000.0,749000000.0,AMAT
2010-10-31,2886435000.0,698917000.0,468015000.0,777867000.0,AMAT
2010-08-01,2517800000.0,182651000.0,123100000.0,253364000.0,AMAT
2010-05-02,2295500000.0,385797000.0,264000000.0,478666000.0,AMAT
2010-01-31,1848902000.0,116343000.0,82751000.0,200206000.0,AMAT
2009-10-25,1526400000.0,172942000.0,137900000.0,240135000.0,AMAT
2009-07-26,1133700000.0,-77183000.0,-54900000.0,-5592000.0,AMAT
2009-04-26,1020100000.0,-293283000.0,-255400000.0,-312978000.0,AMAT
2009-01-25,1333400000.0,-196092000.0,-132900000.0,-137366000.0,AMAT
2008-10-26,2043700000.0,294628000.0,231100000.0,397866000.0,AMAT
2008-07-27,1848200000.0,228332000.0,164800000.0,323459000.0,AMAT
2008-04-27,2150000000.0,437751000.0,302500000.0,523691000.0,AMAT
2008-01-27,2087400000.0,372883000.0,262400000.0,463229000.0,AMAT
2007-10-28,2367000000.0,561094000.0,421800000.0,651081000.0,AMAT
2007-07-29,2561000000.0,671862000.0,473500000.0,740157000.0,AMAT
2007-04-29,2529600000.0,589024000.0,411400000.0,662429000.0,AMAT
2007-01-28,2277300000.0,549526000.0,403500000.0,615636000.0,AMAT
2006-10-29,2518300000.0,62174000.0,449000000.0,723720000.0,AMAT
2006-07-30,2543400000.0,680781000.0,512000000.0,775523000.0,AMAT
2006-04-30,2247686000.0,561071000.0,412814000.0,666304000.0,AMAT
2006-01-29,1857600000.0,143939000.0,142800000.0,244871000.0,AMAT
2005-10-30,1718100000.0,351540000.0,246700000.0,455474000.0,AMAT
2005-07-31,1631938000.0,302697000.0,369591000.0,411634000.0,AMAT
2005-05-01,1861200000.0,411518000.0,304800000.0,506893000.0,AMAT
2005-01-30,1780600000.0,382210000.0,288800000.0,479609000.0,AMAT
2004-10-31,2203358000.0,537714000.0,455008000.0,646032000.0,AMAT
2004-08-01,2236200000.0,613544000.0,440600000.0,699754000.0,AMAT
2004-05-02,2018100000.0,515034000.0,373300000.0,609288000.0,AMAT
2004-02-01,1555400000.0,97373000.0,82400000.0,194248000.0,AMAT
2003-10-26,1221000000.0,4264000.0,15500000.0,98466000.0,AMAT
2003-07-27,1094900000.0,-86706000.0,-36800000.0,19316000.0,AMAT
2003-04-27,1107200000.0,-114161000.0,-62100000.0,35850000.0,AMAT
2022-03-31,3534400000.0,784600000.0,654600000.0,915600000.0,ASML
2021-12-31,4985600000.0,2031200000.0,1703000000.0,2165400000.0,ASML
2021-09-30,5241300000.0,1919300000.0,1637900000.0,2035500000.0,ASML
2021-06-30,4020200000.0,1239000000.0,1025000000.0,1351700000.0,ASML
2021-03-31,4363900000.0,1560600000.0,1318200000.0,1678500000.0,ASML
2020-12-31,4254100000.0,1503700000.0,1325500000.0,1637500000.0,ASML
2020-09-27,3958000000.0,1215900000.0,1061500000.0,1358400000.0,ASML
2020-06-30,3325700000.0,905100000.0,731600000.0,1030200000.0,ASML
2020-03-31,2440600000.0,426700000.0,366800000.0,545000000.0,ASML
2019-12-31,4036400000.0,1276500000.0,1147200000.0,1411100000.0,ASML
2019-09-30,2986500000.0,685600000.0,615200000.0,798000000.0,ASML
2019-06-30,2567900000.0,494300000.0,468300000.0,602700000.0,ASML
2019-03-31,2229100000.0,334300000.0,343400000.0,439100000.0,ASML
2018-12-31,3142500000.0,815900000.0,768300000.0,920900000.0,ASML
2018-09-30,2776100000.0,817800000.0,680100000.0,927800000.0,ASML
2018-07-01,3239000000.0,815000000.0,,,ASML
2018-03-31,2285000000.0,642200000.0,557300000.0,744800000.0,ASML
2017-12-31,2560400000.0,750000000.0,659700000.0,859500000.0,ASML
2017-09-30,2447400000.0,655600000.0,557100000.0,756800000.0,ASML
2017-06-30,2101400000.0,555800000.0,466300000.0,663500000.0,ASML
2017-03-31,1943600000.0,534800000.0,452100000.0,641100000.0,ASML
2016-12-31,1907400000.0,529900000.0,524200000.0,707828000.0,ASML
2016-09-30,1814600000.0,495600000.0,395900000.0,579500000.0,ASML
2016-06-30,1739600000.0,404200000.0,353800000.0,491800000.0,ASML
2016-03-31,1333200000.0,228000000.0,198000000.0,306700000.0,ASML
2015-12-31,1434175000.0,318135000.0,292374000.0,403204000.0,ASML
2015-09-30,1549200000.0,372400000.0,322400000.0,450000000.0,ASML
2015-06-30,1654100000.0,418900000.0,369700000.0,493100000.0,ASML
2015-03-31,1649900000.0,455700000.0,402700000.0,519200000.0,ASML
2014-12-31,1493977000.0,329735000.0,304840000.0,401179000.0,ASML
2014-09-30,1322200000.0,261400000.0,244000000.0,319800000.0,ASML
2014-06-30,1643600000.0,425400000.0,398700000.0,491000000.0,ASML
2014-03-31,1396500000.0,265700000.0,249100000.0,327800000.0,ASML
2013-12-31,1848300000.0,479800000.0,481100000.0,543875000.0,ASML
2013-09-30,1318200000.0,212200000.0,193100000.0,268500000.0,ASML
2013-06-30,1186700000.0,230600000.0,220800000.0,273400000.0,ASML
2013-03-31,892100000.0,107500000.0,96200000.0,148700000.0,ASML
2012-12-31,1023100000.0,185300000.0,297700000.0,225420000.0,ASML
2012-09-30,1228800000.0,317500000.0,274700000.0,351700000.0,ASML
2012-06-30,1227700000.0,331100000.0,291900000.0,387000000.0,ASML
2012-03-31,1251900000.0,322900000.0,282000000.0,373100000.0,ASML
2011-12-31,1210935000.0,289716000.0,284660000.0,331320000.0,ASML
2011-09-30,1458500000.0,407300000.0,355200000.0,452500000.0,ASML
2011-06-30,1529400000.0,494400000.0,432100000.0,539100000.0,ASML
2011-03-31,1452200000.0,449800000.0,395000000.0,490900000.0,ASML
2010-12-31,1521438000.0,493599000.0,406820000.0,548268000.0,ASML
2010-09-30,1176000000.0,327800000.0,268500000.0,368800000.0,ASML
2010-06-30,1068700000.0,292400000.0,239200000.0,328600000.0,ASML
2010-03-31,741800000.0,136900000.0,107300000.0,171600000.0,ASML
2009-12-31,580566000.0,67809000.0,50480000.0,96287000.0,ASML
2009-09-30,555272000.0,38556000.0,19739000.0,75475000.0,ASML
2009-06-30,276600000.0,-124430000.0,-103953000.0,-93008000.0,ASML
2009-03-31,183625000.0,-146948000.0,-117191000.0,-110103000.0,ASML
2008-12-31,503616946.22,-134033544.91,-86793796.76,-95721552.05,ASML
2008-09-30,695702374.17,83246310.63,73210849.4,119324802.66,ASML
2008-06-30,844914654.4,150994358.1,192149277.35,183984159.54,ASML
2008-03-31,918739694.3,187942189.42,145049265.63,222703687.23,ASML
2007-12-31,978096152.94,211096635.71,206999685.12,237382839.05,ASML
2007-09-30,940599422.49,211029877.8,168032032.14,248854292.77,ASML
2007-06-30,935143931.24,207797531.75,160496304.96,243009142.81,ASML
2007-03-31,959957086.8,196620512.4,153254185.92,257293546.08,ASML
2006-12-31,1070114519.98,280182871.59,205954334.49,300653004.96,ASML
2006-09-30,957450983.96,238906320.16,171841468.64,268069943.08,ASML
2006-06-30,942423354.6,237749184.4,167230663.6,256613674.24,ASML
2006-03-31,629075075.06,114286160.27,79993794.61,132018925.21,ASML
2005-12-31,548079875.96,74665787.2,51664681.57,94193700.3,ASML
2005-09-30,532579174.17,68951366.45,47714461.95,86958200.49,ASML
2005-06-30,761716420.29,161304954.93,111588098.58,182391343.17,ASML
2005-03-31,684418867.44,143799180.58,100223414.17,161558270.61,ASML
2004-12-31,783615262.02,180653973.84,108483688.5,193888351.0,ASML
2004-09-30,610372620.0,63205331.28,40905419.88,82293465.54,ASML
2004-06-30,615626054.4,100409904.0,65291237.76,120533655.08,ASML
2004-03-31,452916831.58,34239877.1,20526881.4,55888472.62,ASML
2003-12-31,523606913.77,27722356.52,15850491.88,56209088.28,ASML
2003-09-30,369779673.9,-18683115.15,-30477694.8,5475802.75,ASML
2003-06-30,328487946.49,-73288569.86,-63400705.39,-61068835.91,ASML
2003-03-31,317169819.75,-90250056.75,-81675994.75,-75253685.5,ASML
2022-04-30,1170000000.0,214000000.0,146000000.0,252000000.0,ADSK
2022-01-31,1211600000.0,142400000.0,89100000.0,176600000.0,ADSK
2021-10-31,1125800000.0,193300000.0,136700000.0,244700000.0,ADSK
2021-07-31,1059700000.0,148100000.0,115600000.0,191000000.0,ADSK
2021-04-30,989300000.0,133800000.0,155600000.0,175000000.0,ADSK
2021-01-31,1039200000.0,184400000.0,911300000.0,208900000.0,ADSK
2020-10-31,952400000.0,168000000.0,132200000.0,202900000.0,ADSK
2020-07-31,913100000.0,146100000.0,98200000.0,167000000.0,ADSK
2020-04-30,885700000.0,130600000.0,66500000.0,142800000.0,ADSK
2020-01-31,899300000.0,133800000.0,131800000.0,165900000.0,ADSK
2019-10-31,842700000.0,110600000.0,66700000.0,141900000.0,ADSK
2019-07-31,796800000.0,73800000.0,40200000.0,114000000.0,ADSK
2019-04-30,735500000.0,24800000.0,-24200000.0,54300000.0,ADSK
2019-01-31,737300000.0,40300000.0,64700000.0,73900000.0,ADSK
2018-10-31,660900000.0,14700000.0,-23700000.0,49700000.0,ADSK
2018-07-31,611700000.0,-24700000.0,-39400000.0,7500000.0,ADSK
2018-04-30,559900000.0,-55300000.0,-82400000.0,-26500000.0,ADSK
2018-01-31,553800000.0,-181900000.0,-173500000.0,-163000000.0,ADSK
2017-10-31,515300000.0,-100000000.0,-119800000.0,-77300000.0,ADSK
2017-07-31,501800000.0,-107600000.0,-144000000.0,-88000000.0,ADSK
2017-04-30,485700000.0,-119600000.0,-129600000.0,-86100000.0,ADSK
2017-01-31,478800000.0,-167100000.0,-173400000.0,-126300000.0,ADSK
2016-10-31,489600000.0,-119900000.0,-142800000.0,-85500000.0,ADSK
2016-07-31,550700000.0,-62900000.0,-98200000.0,-33800000.0,ADSK
2016-04-30,511900000.0,-155000000.0,-173000000.0,-114700000.0,ADSK
2016-01-31,648300000.0,-9700000.0,-37200000.0,28500000.0,ADSK
2015-10-31,599800000.0,-14800000.0,-43800000.0,24200000.0,ADSK
2015-07-31,609500000.0,4300000.0,-235500000.0,45100000.0,ADSK
2015-04-30,646500000.0,21500000.0,19100000.0,61600000.0,ADSK
2015-01-31,664600000.0,14000000.0,11500000.0,33600000.0,ADSK
2014-10-31,618000000.0,14600000.0,10700000.0,51000000.0,ADSK
2014-07-31,637100000.0,49900000.0,31300000.0,83400000.0,ADSK
2014-04-30,592500000.0,42200000.0,28300000.0,74100000.0,ADSK
2014-01-31,586600000.0,51700000.0,53900000.0,92500000.0,ADSK
2013-10-31,555200000.0,68100000.0,57600000.0,101600000.0,ADSK
2013-07-31,561700000.0,83600000.0,61700000.0,115700000.0,ADSK
2013-04-30,570400000.0,-81400000.0,55600000.0,108800000.0,ADSK
2013-01-31,606900000.0,84600000.0,74500000.0,120800000.0,ADSK
2012-10-31,548000000.0,34400000.0,29400000.0,69300000.0,ADSK
2012-07-31,568700000.0,92900000.0,64600000.0,121000000.0,ADSK
2012-04-30,588600000.0,94000000.0,78900000.0,126700000.0,ADSK
2012-01-31,592400000.0,91800000.0,72000000.0,123200000.0,ADSK
2011-10-31,548600000.0,90200000.0,72800000.0,122300000.0,ADSK
2011-07-31,546300000.0,95000000.0,71200000.0,123900000.0,ADSK
2011-04-30,528300000.0,78600000.0,69300000.0,109000000.0,ADSK
2011-01-31,527700000.0,71600000.0,61600000.0,98800000.0,ADSK
2010-10-31,476700000.0,69200000.0,53600000.0,98300000.0,ADSK
2010-07-31,472800000.0,79800000.0,59900000.0,106200000.0,ADSK
2010-04-30,474600000.0,50800000.0,36900000.0,74100000.0,ADSK
2010-01-31,456100000.0,56100000.0,50100000.0,85800000.0,ADSK
2009-10-31,416900000.0,26300000.0,29500000.0,60900000.0,ADSK
2009-07-31,414900000.0,2700000.0,10500000.0,41900000.0,ADSK
2009-04-30,425800000.0,-19400000.0,-32100000.0,7600000.0,ADSK
2009-01-31,489800000.0,-133800000.0,-105400000.0,-108400000.0,ADSK
2008-10-31,607100000.0,139600000.0,104500000.0,161600000.0,ADSK
2008-07-31,619500000.0,118800000.0,89800000.0,147300000.0,ADSK
2008-04-30,598800000.0,119900000.0,94600000.0,143700000.0,ADSK
2008-01-31,599100000.0,124100000.0,96500000.0,148100000.0,ADSK
2007-10-31,538400000.0,105600000.0,84800000.0,125500000.0,ADSK
2007-07-31,525900000.0,114500000.0,91600000.0,132300000.0,ADSK
2007-04-30,508600000.0,101400000.0,83300000.0,125400000.0,ADSK
2007-01-31,497400000.0,119700000.0,96400000.0,138500000.0,ADSK
2006-10-31,456800000.0,68600000.0,58000000.0,87800000.0,ADSK
2006-07-31,449600000.0,102100000.0,86800000.0,118400000.0,ADSK
2006-04-30,436000000.0,59300000.0,48500000.0,75300000.0,ADSK
2006-01-31,416835000.0,97247000.0,82987000.0,111324000.0,ADSK
2005-10-31,378262000.0,93037000.0,94537000.0,105728000.0,ADSK
2005-07-31,372984000.0,88894000.0,75298000.0,103429000.0,ADSK
2005-04-30,355119000.0,90622000.0,76078000.0,106219000.0,ADSK
2005-01-31,356155000.0,78150000.0,65768000.0,95577000.0,ADSK
2004-10-31,300158000.0,53858000.0,74070000.0,69868000.0,ADSK
2004-07-31,279578000.0,49344000.0,39165000.0,64393000.0,ADSK
2004-04-30,297876000.0,53521000.0,42505000.0,68439000.0,ADSK
2004-01-31,295310000.0,57748000.0,57599000.0,80886000.0,ADSK
2003-10-31,233862000.0,27940000.0,22606000.0,41582000.0,ADSK
2003-07-31,211705000.0,13941000.0,32602000.0,28833000.0,ADSK
2003-04-30,210766000.0,6607000.0,7508000.0,22186000.0,ADSK
2022-04-02,901766000.0,318929000.0,235335000.0,349780000.0,CDNS
2022-01-01,773036000.0,195680000.0,176579000.0,224962000.0,CDNS
2021-10-02,750895000.0,194034000.0,176307000.0,227620000.0,CDNS
2021-07-03,728285000.0,185438000.0,155900000.0,222815000.0,CDNS
2021-03-31,736028000.0,203666000.0,187169000.0,237748000.0,CDNS
2021-01-02,759909000.0,184979000.0,173738000.0,232115000.0,CDNS
2020-09-26,666607000.0,169272000.0,161630000.0,208717000.0,CDNS
2020-06-27,638418000.0,151950000.0,131288000.0,193957000.0,CDNS
2020-03-28,617957000.0,139351000.0,123988000.0,168844000.0,CDNS
2019-12-28,599555000.0,108899000.0,659675000.0,138313000.0,CDNS
2019-09-28,579603000.0,120826000.0,101514000.0,152932000.0,CDNS
2019-06-29,580419000.0,133675000.0,107235000.0,167526000.0,CDNS
2019-03-30,576742000.0,128396000.0,120555000.0,162377000.0,CDNS
2018-12-29,569850000.0,113690000.0,98425000.0,146682000.0,CDNS
2018-09-29,532468000.0,103630000.0,99318000.0,134457000.0,CDNS
2018-06-30,518391000.0,93056000.0,75149000.0,126587000.0,CDNS
2018-03-31,517313000.0,85833000.0,72885000.0,114533000.0,CDNS
2017-12-30,501700000.0,81278000.0,-14400000.0,209331000.0,CDNS
2017-09-30,485398000.0,80385000.0,81157000.0,121073000.0,CDNS
2017-07-01,479000000.0,82690000.0,69100000.0,112958000.0,CDNS
2017-04-01,476900000.0,79602000.0,68300000.0,109573000.0,CDNS
2016-12-31,468980000.0,53117000.0,38477000.0,88460000.0,CDNS
2016-10-01,446200000.0,66842000.0,64700000.0,96620000.0,CDNS
2016-07-02,453000000.0,66906000.0,49300000.0,101224000.0,CDNS
2016-04-02,447900000.0,58036000.0,50600000.0,94088000.0,CDNS
2016-01-02,441100000.0,81840000.0,80400000.0,114559000.0,CDNS
2015-10-03,433800000.0,77901000.0,77600000.0,108720000.0,CDNS
2015-07-04,415900000.0,76404000.0,58200000.0,107310000.0,CDNS
2015-04-04,411400000.0,49285000.0,36300000.0,83587000.0,CDNS
2015-01-03,423100000.0,74786000.0,65000000.0,109999000.0,CDNS
2014-09-27,400500000.0,54049000.0,37500000.0,84310000.0,CDNS
2014-06-28,378800000.0,35497000.0,23300000.0,64761000.0,CDNS
2014-03-29,378600000.0,42312000.0,33100000.0,71785000.0,CDNS
2013-12-28,376700000.0,37799000.0,37700000.0,64235000.0,CDNS
2013-09-28,366600000.0,47930000.0,38500000.0,76187000.0,CDNS
2013-06-29,362500000.0,45142000.0,9400000.0,72423000.0,CDNS
2013-03-30,354300000.0,58136000.0,78600000.0,81944000.0,CDNS
2012-12-29,345600000.0,56261000.0,313900000.0,83748000.0,CDNS
2012-09-29,338500000.0,59441000.0,58600000.0,99875000.0,CDNS
2012-06-30,326476000.0,50620000.0,36386000.0,76086000.0,CDNS
2012-03-31,315830000.0,45350000.0,31104000.0,69723000.0,CDNS
2011-12-31,308006000.0,45699000.0,10892000.0,66380000.0,CDNS
2011-10-01,292500000.0,32177000.0,28100000.0,47551000.0,CDNS
2011-07-02,283300000.0,24957000.0,26900000.0,43476000.0,CDNS
2011-04-02,266100000.0,17544000.0,6300000.0,27207000.0,CDNS
2011-01-01,249000000.0,-25782000.0,-37000000.0,-18160000.0,CDNS
2010-10-02,237900000.0,-3083000.0,126800000.0,-6238000.0,CDNS
2010-07-03,227100000.0,5219000.0,48600000.0,8840000.0,CDNS
2010-04-03,221900000.0,-5320000.0,-11800000.0,7445665000.0,CDNS
2010-01-02,220300000.0,-11256000.0,1800000.0,15285000.0,CDNS
2009-10-03,216100000.0,-10141000.0,-14000000.0,14089000.0,CDNS
2009-07-04,209900000.0,-53778000.0,-74400000.0,-32568000.0,CDNS
2009-04-04,206300000.0,-48416000.0,-63300000.0,7012557000.0,CDNS
2009-01-03,227300000.0,-1421210000.0,-1634100000.0,-1407540000.0,CDNS
2008-09-27,232500000.0,-109172000.0,-170700000.0,-88654000.0,CDNS
2008-06-28,308000000.0,19386000.0,-18800000.0,27551000.0,CDNS
2008-03-29,270800000.0,-27003000.0,-33100000.0,-8623000.0,CDNS
2007-12-29,457900000.0,112466000.0,119500000.0,156952000.0,CDNS
2007-09-29,400900000.0,84868000.0,72700000.0,132539000.0,CDNS
2007-06-30,390961000.0,73724000.0,59596000.0,116255000.0,CDNS
2007-03-31,365185000.0,46857000.0,44421000.0,94847000.0,CDNS
2006-12-30,431000000.0,103515000.0,48400000.0,113223000.0,CDNS
2006-09-30,366148000.0,65748000.0,42060000.0,107100000.0,CDNS
2006-07-01,358500000.0,42310000.0,30400000.0,95683000.0,CDNS
2006-04-01,328200000.0,13019000.0,21800000.0,82882000.0,CDNS
2005-12-31,378363000.0,90032000.0,26566000.0,133262000.0,CDNS
2005-10-01,337400000.0,30235000.0,21300000.0,83237000.0,CDNS
2005-07-02,320900000.0,186000.0,500000.0,53396000.0,CDNS
2005-04-02,292500000.0,-1621000.0,1000000.0,47235000.0,CDNS
2005-01-01,343100000.0,64275000.0,59800000.0,115957000.0,CDNS
2004-10-02,301600000.0,34271000.0,19600000.0,81476000.0,CDNS
2004-07-03,287100000.0,9665000.0,3800000.0,62104000.0,CDNS
2004-04-03,265700000.0,-7039000.0,-8800000.0,43574000.0,CDNS
2004-01-03,311100000.0,61925000.0,15200000.0,95597000.0,CDNS
2003-09-27,268800000.0,-45916000.0,-14500000.0,17172000.0,CDNS
2003-06-28,276600000.0,-2916000.0,-5300000.0,50935000.0,CDNS
2003-03-29,263100000.0,-23057000.0,-13000000.0,41231000.0,CDNS
2022-04-30,12835000000.0,3610000000.0,3044000000.0,4369000000.0,CSCO
2022-01-29,12720000000.0,3487000000.0,2973000000.0,4207000000.0,CSCO
2021-10-30,12900000000.0,3438000000.0,2980000000.0,4279000000.0,CSCO
2021-07-31,13126000000.0,3575000000.0,3009000000.0,4322000000.0,CSCO
2021-05-01,12803000000.0,3465000000.0,2863000000.0,4188000000.0,CSCO
2021-01-23,11960000000.0,3223000000.0,2545000000.0,3804000000.0,CSCO
2020-10-24,11929000000.0,2570000000.0,2174000000.0,3244000000.0,CSCO
2020-07-25,12154000000.0,3247000000.0,2636000000.0,3869000000.0,CSCO
2020-04-25,11983000000.0,3414000000.0,2774000000.0,4020000000.0,CSCO
2020-01-25,12005000000.0,3380000000.0,2878000000.0,4149000000.0,CSCO
2019-10-26,13159000000.0,3579000000.0,2926000000.0,4325000000.0,CSCO
2019-07-27,13428000000.0,3690000000.0,2206000000.0,3558000000.0,CSCO
2019-04-27,12958000000.0,3513000000.0,3044000000.0,4307000000.0,CSCO
2019-01-26,12446000000.0,3211000000.0,2822000000.0,3995000000.0,CSCO
2018-10-27,13072000000.0,3805000000.0,3549000000.0,4595000000.0,CSCO
2018-07-28,12844000000.0,3346000000.0,3803000000.0,5032000000.0,CSCO
2018-04-28,12463000000.0,3134000000.0,2691000000.0,4054000000.0,CSCO
2018-01-27,11887000000.0,3037000000.0,-8778000000.0,-7075000000.0,CSCO
2017-10-28,12136000000.0,2756000000.0,2394000000.0,3763000000.0,CSCO
2017-07-29,12133000000.0,3034000000.0,2424000000.0,3980000000.0,CSCO
2017-04-29,11940000000.0,3169000000.0,2515000000.0,3970000000.0,CSCO
2017-01-28,11580000000.0,2893000000.0,2348000000.0,3734000000.0,CSCO
2016-10-29,12352000000.0,2877000000.0,2322000000.0,3750000000.0,CSCO
2016-07-30,12638000000.0,3303000000.0,2813000000.0,4178000000.0,CSCO
2016-04-30,12000000000.0,2984000000.0,2349000000.0,3799000000.0,CSCO
2016-01-23,11927000000.0,3294000000.0,3147000000.0,3966000000.0,CSCO
2015-10-24,12682000000.0,3079000000.0,2430000000.0,3803000000.0,CSCO
2015-07-25,12843000000.0,2881000000.0,2319000000.0,3733000000.0,CSCO
2015-04-25,12137000000.0,2925000000.0,2437000000.0,3741000000.0,CSCO
2015-01-24,11936000000.0,2622000000.0,2397000000.0,3640000000.0,CSCO
2014-10-25,12245000000.0,2342000000.0,1828000000.0,3095000000.0,CSCO
2014-07-26,12357000000.0,2681000000.0,2247000000.0,3541000000.0,CSCO
2014-04-26,11545000000.0,2542000000.0,2181000000.0,3396000000.0,CSCO
2014-01-25,11155000000.0,1667000000.0,1429000000.0,2503000000.0,CSCO
2013-10-26,12085000000.0,2455000000.0,1996000000.0,3271000000.0,CSCO
2013-07-27,12417000000.0,2814000000.0,2270000000.0,3605000000.0,CSCO
2013-04-27,12216000000.0,2942000000.0,2478000000.0,3627000000.0,CSCO
2013-01-26,12098000000.0,2789000000.0,3143000000.0,3538000000.0,CSCO
2012-10-27,11876000000.0,2651000000.0,2092000000.0,3391000000.0,CSCO
2012-07-28,11690000000.0,2371000000.0,1917000000.0,3319000000.0,CSCO
2012-04-28,11588000000.0,2750000000.0,2165000000.0,3561000000.0,CSCO
2012-01-28,11527000000.0,2734000000.0,2182000000.0,3463000000.0,CSCO
2011-10-29,11256000000.0,2210000000.0,1777000000.0,3014000000.0,CSCO
2011-07-30,11195000000.0,1456000000.0,1232000000.0,2288000000.0,CSCO
2011-04-30,10866000000.0,2183000000.0,1807000000.0,2929000000.0,CSCO
2011-01-29,10407000000.0,1684000000.0,1521000000.0,2578000000.0,CSCO
2010-10-30,10750000000.0,2351000000.0,1930000000.0,3144000000.0,CSCO
2010-07-31,10836000000.0,2325000000.0,1935000000.0,3202000000.0,CSCO
2010-05-01,10368000000.0,2345000000.0,2192000000.0,3330000000.0,CSCO
2010-01-23,9815000000.0,2370000000.0,1853000000.0,2906000000.0,CSCO
2009-10-24,9021000000.0,2124000000.0,1787000000.0,2782000000.0,CSCO
2009-07-25,8535000000.0,1460000000.0,1081000000.0,1558000000.0,CSCO
2009-04-25,8162000000.0,1607000000.0,1348000000.0,2212000000.0,CSCO
2009-01-24,9089000000.0,1773000000.0,1504000000.0,2399000000.0,CSCO
2008-10-25,10331000000.0,2482000000.0,2201000000.0,3123000000.0,CSCO
2008-07-26,10364000000.0,2529000000.0,2014000000.0,3298000000.0,CSCO
2008-04-26,9791000000.0,2141000000.0,1773000000.0,2951000000.0,CSCO
2008-01-26,9831000000.0,2404000000.0,2060000000.0,3357000000.0,CSCO
